date,usage_cpu,usage_storage,users_active,economic_index,cloud_market_demand,holiday,storage_allocated,storage_efficiency,region_encoded,resource_type_encoded,unique_id,dayofweek,month,weekofyear,dayofmonth,quarter,is_weekend,usage_cpu_lag_1,usage_cpu_lag_7,usage_cpu_lag_14,usage_cpu_roll_mean_7,usage_cpu_roll_std_7,usage_cpu_roll_mean_14,usage_cpu_roll_std_14,usage_storage_lag_1,usage_storage_lag_7,usage_storage_lag_14,usage_storage_roll_mean_7,usage_storage_roll_std_7,usage_storage_roll_mean_14,usage_storage_roll_std_14,users_active_lag_1,users_active_lag_7,users_active_lag_14,users_active_roll_mean_7,users_active_roll_std_7,users_active_roll_mean_14,users_active_roll_std_14,storage_efficiency_lag_1,storage_efficiency_lag_7,storage_efficiency_lag_14,storage_efficiency_roll_mean_7,storage_efficiency_roll_std_7,storage_efficiency_roll_mean_14,storage_efficiency_roll_std_14,sin_week_1,cos_week_1,sin_week_2,cos_week_2,sin_week_3,cos_week_3
2023-01-01,70,621,414,104.97,0.99,1,1995,31.13,0,0,0_0,6,1,52,1,1,1,76.12359550561797,75.62650602409639,76.86842105263158,78.0,11.313708498984761,78.0,11.313708498984761,1247.8539325842696,1223.710843373494,1222.4868421052631,883.5,371.23106012293744,883.5,371.23106012293744,353.4269662921348,350.1807228915663,351.67105263157896,317.0,137.17871555019022,317.0,137.17871555019022,62.549438202247174,61.33915662650603,61.27789473684211,44.285,18.603979413018067,44.285,18.603979413018067,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194
2023-01-02,86,1146,220,106.48,1.15,0,1995,57.44,0,0,0_0,0,1,1,2,1,0,70.0,75.62650602409639,76.86842105263158,78.42857142857143,15.053871515960509,74.28571428571429,14.583597590489072,621.0,1223.710843373494,1222.4868421052631,1128.2857142857142,534.1010248650575,1244.9285714285713,513.053373184763,414.0,350.1807228915663,351.67105263157896,355.42857142857144,83.99773239569656,357.0,85.75277524102913,31.13,61.33915662650603,61.27789473684211,56.55571428571428,26.77170761403592,62.402857142857144,25.716912552030642,0.0,1.0,0.0,1.0,0.0,1.0
2023-01-03,57,1985,414,97.66,0.98,0,1995,99.5,0,0,0_0,1,1,1,3,1,0,86.0,75.62650602409639,76.86842105263158,73.28571428571429,16.938263249364205,74.35714285714286,16.38764611086489,1146.0,1223.710843373494,1222.4868421052631,1115.7142857142858,475.35976350749837,1142.857142857143,444.9782807392629,220.0,350.1807228915663,351.67105263157896,362.85714285714283,112.32308841229484,347.85714285714283,104.29238274630177,57.44,61.33915662650603,61.27789473684211,55.92714285714286,23.828326080728463,57.28642857142857,22.304517171724118,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.22252093395631434,0.43388373911755823,-0.900968867902419
2023-01-04,57,1279,232,115.79,1.08,0,1995,64.11,0,0,0_0,2,1,1,4,1,0,57.0,75.62650602409639,76.86842105263158,72.71428571428571,17.3177585704606,76.78571428571429,15.768413272833032,1985.0,1223.710843373494,1222.4868421052631,1215.4285714285713,546.9774087787225,1280.142857142857,482.29162214495153,414.0,350.1807228915663,351.67105263157896,343.57142857142856,100.0247588397612,340.85714285714283,99.29587267188064,99.5,61.33915662650603,61.27789473684211,60.924285714285716,27.41607670518817,64.16857142857143,24.17435317952378,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334
2023-01-05,85,1024,359,95.31,1.05,0,1995,51.33,0,0,0_0,3,1,1,5,1,0,57.0,75.62650602409639,76.86842105263158,74.71428571428571,17.923116225648243,75.07142857142857,14.704600461259561,1279.0,1223.710843373494,1222.4868421052631,1152.5714285714287,570.1788775296333,1101.642857142857,473.7801514079416,232.0,350.1807228915663,351.67105263157896,392.14285714285717,66.71938391858998,369.85714285714283,94.77410969316394,64.11,61.33915662650603,61.27789473684211,57.77285714285715,28.581594727076666,55.22071428571429,23.74887056886502,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141
2023-01-06,81,1995,432,95.37,0.95,0,1995,100.0,0,0,0_0,4,1,1,6,1,0,85.0,75.62650602409639,76.86842105263158,78.85714285714286,10.960969717267599,80.0,12.600366295042015,1024.0,1223.710843373494,1222.4868421052631,1176.0,487.899579831752,1097.0,450.3381635376484,359.0,350.1807228915663,351.67105263157896,360.7142857142857,124.90224749207457,369.57142857142856,103.27239134050696,51.33,61.33915662650603,61.27789473684211,58.94857142857143,24.45584894496707,54.98857142857143,22.572951770832976,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148
2023-01-07,55,1481,439,102.42,0.81,1,1995,74.24,0,0,0_0,5,1,1,7,1,1,81.0,75.62650602409639,76.86842105263158,77.57142857142857,10.659223593632312,77.57142857142857,8.67989973102567,1995.0,1223.710843373494,1222.4868421052631,1298.4285714285713,433.97383067909266,1203.357142857143,424.77099842020885,432.0,350.1807228915663,351.67105263157896,414.57142857142856,54.70788225614662,390.7857142857143,75.4261519342224,100.0,61.33915662650603,61.27789473684211,65.08428571428571,21.753657054345947,60.31857142857143,21.29237380889182,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680284,0.6234898018587354
2023-01-08,81,1514,208,82.75,0.94,1,1995,75.89,0,0,0_0,6,1,1,8,1,1,55.0,70.0,76.86842105263158,70.28571428571429,14.267845968170143,71.64285714285714,13.843116272424654,1481.0,621.0,1222.4868421052631,1549.5714285714287,428.0505644363594,1428.142857142857,466.30393804616534,439.0,414.0,351.67105263157896,337.42857142857144,94.11492468051539,347.07142857142856,85.6769103494808,74.24,31.13,61.27789473684211,77.67285714285713,21.457795564227755,71.58571428571427,23.374069694127588,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194
2023-01-09,97,1915,334,89.87,1.03,0,1995,95.99,0,0,0_0,0,1,2,9,1,0,81.0,86.0,76.86842105263158,82.28571428571429,12.526163095886982,84.15384615384616,10.164039172872728,1514.0,1146.0,1222.4868421052631,1194.5714285714287,441.17224797232234,1344.7692307692307,422.874322119104,208.0,220.0,351.67105263157896,331.42857142857144,87.23121983719913,369.84615384615387,78.96396451741576,75.89,57.44,61.27789473684211,59.96714285714286,22.14658116149888,67.46461538461539,21.201941583804924,0.0,1.0,0.0,1.0,0.0,1.0
2023-01-10,86,779,380,90.92,0.86,0,1995,39.05,0,0,0_0,1,1,2,10,1,0,97.0,57.0,76.86842105263158,78.85714285714286,7.492853738253313,76.28571428571429,9.941587641577417,1915.0,1985.0,1222.4868421052631,1167.7142857142858,556.7119884601356,1099.2857142857142,439.70644553128665,334.0,414.0,351.67105263157896,277.0,52.750987352529556,293.7142857142857,80.1070712056235,95.99,99.5,61.27789473684211,58.620000000000005,27.947766756337906,55.184999999999995,22.07440939187274,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.22252093395631434,0.43388373911755823,-0.900968867902419
